Restaurant,Author,Rating,Review,Processed Review,sentiment_textblob,sentiment_vader,ActualSentiment
Nando's @ IOI City Mall,- Reena,1,Their so called online system took 40 minutes just to key in the order. The staffs especially the cashier not helpful he just asked to keep trying to place order via App. As informed their system is slow. After placing order they took 20 minutes to serve the drinks after requested for drink. Overall this place very bad,called online system took 40 minute key order staff especially cashier helpful asked keep trying place order via app informed system slow placing order took 20 minute serve drink requested drink overall place bad,negative,negative,negative
Nando's @ IOI City Mall,Zackoy Koy,5,5 stars for the food served. This is so far the most tasty Nandos chicken i ever had. Unlike other outlet which the chicken is usually dry. I dont need the sauce at all..,5 star food served far tasty nandos chicken ever unlike outlet chicken usually dry dont need sauce,negative,neutral,positive
Nando's @ IOI City Mall,T SY,1,"In a short time , five consecutive waiters asked me if I paid already 🫠 if the drink Habis pls show not available lah! I paid RM8 for plain water???",short time five consecutive waiter asked paid already drink habis pls show available lah paid rm8 plain water,positive,positive,negative
Nando's @ IOI City Mall,David,5,"The food is nice - as usual. Ambience is good, not too crowded.",food nice usual ambience good crowded,positive,positive,positive
Nando's @ IOI City Mall,Justin C,1,"Ignoring people queuing outside eventhough there were alot of empty seats. When called, chose to ignore as well. Staff were showing unhappy faces and having the attitude as if they were working at a makanan kedai where good service were not expected. If they are unhappy working at the restranaunt they should be removed. If they are unhappy at the customers expecting responsible and good service from them then they should be removed as well. They should jolly well know that they are working in a customer facing industry. 5 star services were not expected from them but the basic requirement were not even met. Absolutely ridiculous",ignoring people queuing outside eventhough alot empty seat called chose ignore well staff showing unhappy face attitude working makanan kedai good service expected unhappy working restranaunt removed unhappy customer expecting responsible good service removed well jolly well know working customer facing industry 5 star service expected basic requirement even met absolutely ridiculous,negative,negative,negative
Nando's @ IOI City Mall,Amier Aziz,4,"Good food with a good price, but I don’t know why Nando’s chicken tastes all the same. anyway great services by staff and crew.
Services: 4/5
Food: 3/5
Cleanliness : 4/5
Price: 4/5",good food good price know nando chicken taste anyway great service staff crew service food cleanliness price,positive,positive,positive
Nando's @ IOI City Mall,Najwa Razman,5,"I had one of the pleasant experiences eating in this restaurant. The service was top notch. I came during lunch hour with my mom and baby and I thought it's gonna be slow but I was wrong, foods arrived not more than 15 minutes. And, ofc they have an aesthetic baby chair for the baby! Lastly, they gave us complementary foods for the baby bcs I told the manager that my baby likes the Mediterranean rice hehe. Lurveee ❤️❤️",one pleasant experience eating restaurant service top notch came lunch hour mom baby thought gon na slow wrong food arrived 15 minute ofc aesthetic baby chair baby lastly gave u complementary food baby bcs told manager baby like mediterranean rice hehe lurveee,positive,positive,positive
Nando's @ IOI City Mall,Anise Agong,4,"Food is great. Environment is great.

The only complain is upon the paper bag used for take out food got a smell like a wet diaper. We complained about it to the manager but he couldn't get the hint and said it's normal. Maybe could improve on that 😅",food great environment great complain upon paper bag used take food got smell like wet diaper complained manager could get hint said normal maybe could improve,positive,positive,positive
Nando's @ IOI City Mall,Umy Kaza (Umy),5,Good food,good food,positive,positive,positive
Nando's @ IOI City Mall,Kevin James,5,"Good food, good service and Frozen Yogurt is absolutely nice ❤️",good food good service frozen yogurt absolutely nice,positive,positive,positive
Nando's @ IOI City Mall,BN _TBN,2,Last time i was here we waited around 2 hours to get any of our food and when the food arrived it was so cold and whats worse is that there were only few people in the restaurant,last time waited around 2 hour get food food arrived cold whats worse people restaurant,negative,negative,negative
Nando's @ IOI City Mall,Fariq Faisal,5,My favorite chicken is lemon herbs ! Love it so much.,favorite chicken lemon herb love much,positive,positive,positive
Nando's @ IOI City Mall,Christelle,5,Pick Kak Lin! So nice and friendly!! Recommend me good and nice cheese 🤩🤩🤩,pick kak lin nice friendly recommend good nice cheese,positive,positive,positive
Nando's @ IOI City Mall,Suga Athirah,3,Portion getting smaller. Price getting higher. Aiyooo.,portion getting smaller price getting higher aiyooo,positive,neutral,neutral
Nando's @ IOI City Mall,Naglaa Fathy,4,"The food is good,but it takes a long time to serve.
Next time, try to go on weekdays, not weekends.",food good take long time serve next time try go weekday weekend,positive,positive,positive
Nando's @ IOI City Mall,Andre Lucas,5,"Very friendly staffs, super fast service. Food still stay the same. Love the sauces too",friendly staff super fast service food still stay love sauce,positive,positive,positive
Nando's @ IOI City Mall,Reza Tahmoores Pur,1,Worst service among all Nandos. Absolutely zero trained people were hired!,worst service among nandos absolutely zero trained people hired,negative,negative,negative
Nando's @ IOI City Mall,mazny azillah,4,"Sos atas ayam dia masam. Maybe I'm not into sos masam. Their rice, chicken and fries and wedges delicious.",so atas ayam dia masam maybe so masam rice chicken fry wedge delicious,positive,positive,positive
Nando's @ IOI City Mall,Syed Muzani,5,"Good food, good price. QR menu scan, but it's easy, especially with the app.",good food good price qr menu scan easy especially app,positive,positive,positive
Nando's @ IOI City Mall,FreshDIB,5,Service entertaining thank kak lin for serving us,service entertaining thank kak lin serving u,positive,positive,positive
Nando's @ IOI City Mall,Cheeny LIN,5,simple and decent! 1/4 chicken with 1 reg side r recommended! sauce is good 2.,simple decent chicken 1 reg side r recommended sauce good 2,positive,positive,positive
Nando's @ IOI City Mall,Hani Zakaria,4,U need to order with the app. Then pay before getting food. Some menu does not appear in the app and have to order at the cashier. Big TQ to the manager who was very patient and nice explaining to us the steps.. very attentive. Food was great. Yoghurt ice cream was yummy,u need order app pay getting food menu appear app order cashier big tq manager patient nice explaining u step attentive food great yoghurt ice cream yummy,positive,positive,positive
Nando's @ IOI City Mall,Natalie Cole,1,Has been here to take away a few times but every time they didn’t put in the sauce with the chicken. How to eat the chicken so dry. Reason people eat Nando’s is for the sauce. But every time they forgot to put in the sauce and that s very frustrating!,take away time every time put sauce chicken eat chicken dry reason people eat nando sauce every time forgot put sauce frustrating,negative,negative,negative
Nando's @ IOI City Mall,Hanafi Haniff,5,"Delicious food, friendly waiter short waiting time. Overall great service!",delicious food friendly waiter short waiting time overall great service,positive,positive,positive
Nando's @ IOI City Mall,Yuu Li,1,"Cons:
- Rude & lazy staffs (especially the servers & waiters)
- Slow serving time
- Cherry picking customers
- Inefficient managers
- Mediocre feel of exclusivity

Totally DO NOT recommend coming here especially during peak hours. I regretted coming here to treat my family for a nice dinner. What we got is totally disgusting behaviours of the waiters. Their waiters (*especially the younger males) have the audacity to treat customers like vermins.

We tried calling them to ask for the menus, but they ignored us. When one of the waiter came at the table with the menu he throwed it on the table & just walk away. We are dumbfounded by his behaviour. We couldn't ask to get our glasses refill without feeling so bad by the rude stares of the staffs & them passing by ignoring our requests.

We felt much worse when they treated a rich & good looking customers like VVIP  (pulling their chairs for them & waited for orders) compared to other customers. We saw the ill treatments of other customers in front of our eyes. They argued with each other on who to serve us (the poor looking normal customers).

If you value your time & want have a good time DO NOT COME. Its NOT WORTH IT.",con rude lazy staff especially server waiter slow serving time cherry picking customer inefficient manager mediocre feel exclusivity totally recommend coming especially peak hour regretted coming treat family nice dinner got totally disgusting behaviour waiter waiter especially younger male audacity treat customer like vermin tried calling ask menu ignored u one waiter came table menu throwed table walk away dumbfounded behaviour could ask get glass refill without feeling bad rude stare staff passing ignoring request felt much worse treated rich good looking customer like vvip pulling chair waited order compared customer saw ill treatment customer front eye argued serve u poor looking normal customer value time want good time come worth,negative,positive,negative
Nando's @ IOI City Mall,asetip damansara,4,"The food was good.
Nice place with family and friends.
But the table top surface is sticky. They need to clean it thoroughly each time they are doing the table cleaning.",food good nice place family friend table top surface sticky need clean thoroughly time table cleaning,positive,positive,positive
Nando's @ IOI City Mall,Jegathiswary Raman,5,Manager ms irah very helpful and customer friendly.her services toward customer top notch 👍🥰,manager m irah helpful customer service toward customer top notch,positive,positive,positive
Nando's @ IOI City Mall,TM,1,"Nando’s IOI City Mall standards are definitely going down. I’ve overlooked your mistakes (ie missed orders) many times but this time, is just unacceptable. Went to pick up my take away but they forgot the burger. It took 3 people to check the bag to make sure that I wasn’t lying. Another insisted that the liver container was the burger!! Well, they prepared my burger, fast! Got home and what did I get? A pathetic piece of chicken in between the buns and NOTHING else! Tonight happened again with a cheese slice?? Where’s the crispy cheese?? Its called CRISPY CHEESE BURGER for a reason! It all comes down to staffs attitude for this to even happen. They’ve no pride in their job and have no qualms in cheating paying customers.",nando ioi city mall standard definitely going overlooked mistake ie missed order many time time unacceptable went pick take away forgot burger took 3 people check bag make sure lying another insisted liver container burger well prepared burger fast got home get pathetic piece chicken bun nothing else tonight happened cheese slice crispy cheese called crispy cheese burger reason come staff attitude even happen pride job qualm cheating paying customer,negative,negative,negative
Nando's @ IOI City Mall,Amirul Rahul,5,Service tip top. Food is super good.,service tip top food super good,positive,positive,positive
Nando's @ IOI City Mall,Ainnol Nadhrah,1,"I’ve been asked to leave my baby’s stroller in front of the shop meanwhile my baby is sleeping. My baby is just 4 months old. I still have to dine in because i already paid for my meals. However, during eating, i saw some of the customer can bring the stroller inside the shop. For me this is not fair at all.",asked leave baby stroller front shop meanwhile baby sleeping baby 4 month old still dine already paid meal however eating saw customer bring stroller inside shop fair,positive,positive,negative
Nando's @ IOI City Mall,Oz,5,I have been here multiple times and the chicken here is cooked differently. Delicious food regardless of the price. A must visit I would say.,multiple time chicken cooked differently delicious food regardless price must visit would say,positive,positive,positive
Nando's @ IOI City Mall,Velmurugen Subramaniam,1,"The plates were all oily and the foosmd stains can be still found on washed plates. I requrst 4 plates and the kind waiter brought it over but all the plates were Extremely dirty and oily. I informed him and he brought another 4 with the same condition. I approached the supervisor and informed her, she told me to walk to another spot to get plates from there and i did. The plates were still the same. All unhygienic , oily, not clean( food stains still found).. we had no choice but to wipe using tissue as we have paid. Truly dissapointed with the branch.",plate oily foosmd stain still found washed plate requrst 4 plate kind waiter brought plate extremely dirty oily informed brought another 4 condition approached supervisor informed told walk another spot get plate plate still unhygienic oily clean food stain still found choice wipe using tissue paid truly dissapointed branch,positive,positive,negative
Nando's @ IOI City Mall,Sulaiman,4,"Delicious food with a good service, took us a while to find a table but eventually we got one, just don’t go there at Friday’s night. and enjoy your meal!",delicious food good service took u find table eventually got one go friday night enjoy meal,positive,positive,positive
Nando's @ IOI City Mall,Yatie Basri,5,Just nice. The food and the environment. Perfect,nice food environment perfect,positive,positive,positive
Nando's @ IOI City Mall,Nana eL,3,"Had a late lunch with my small family. Ordered & paid online. Food came quite fast but 1 order was not send. Ask the server twice and was told that the order was being prepared without actually looking at my order. Finish eating and yet the 1 meal was still not being send. Went to the counter to query, and only then the staff at the counter ask me to check back what I have ordered. The restaurant was not that busy, there were servers just standing around. Couldn’t hurt to just check on my order in the first place.",late lunch small family ordered paid online food came quite fast 1 order send ask server twice told order prepared without actually looking order finish eating yet 1 meal still send went counter query staff counter ask check back ordered restaurant busy server standing around hurt check order first place,neutral,negative,neutral
Nando's @ IOI City Mall,C L,1,this is the review for nandos owner who replied to me earlier and gave me a bad email to write in,review nandos owner replied earlier gave bad email write,negative,negative,negative
Nando's @ IOI City Mall,Amir Azhar,5,"Good services really recommended, friendly staff, good customer services",good service really recommended friendly staff good customer service,positive,positive,positive
Nando's @ IOI City Mall,Jian Guo,1,"If you don't want serve just let your customer know. You have a good food but bad service. Ask for order 3 times but act like busy and hold me, yes I can understand that you busy but why you don't ask for those free stuff to serve me first ? And let the staffs to serve who are behind me ?

You are the manager , you got the responsible to order your staff to how to work instead of chichat with customer. If you are good in waiter just be waiter. Manager is too heavy for you and you can chichat with customer all along if you're the waiter.",want serve let customer know good food bad service ask order 3 time act like busy hold yes understand busy ask free stuff serve first let staff serve behind manager got responsible order staff work instead chichat customer good waiter waiter manager heavy chichat customer along waiter,positive,positive,negative
Nando's @ IOI City Mall,E L,2,"Ordered whole chicken with 4 sides. The spicy rice was served cold to us (as if just take out from fridge). We have to follow up a several times with them to get the spicy rice served again. Although at last they upgraded the rice to a bigger portion for us, but I don’t think we will be back again.",ordered whole chicken 4 side spicy rice served cold u take fridge follow several time get spicy rice served although last upgraded rice bigger portion u think back,negative,neutral,negative
Nando's @ IOI City Mall,Siti Adlina Zulkapli,5,Always come here.. classic place for family dinner,always come classic place family dinner,positive,neutral,positive
Nando's @ IOI City Mall,Mr Fake Jotaro Kujo lmao,1,"The food is tasteless, fries taste like Pizzahut or even Taco Bell, KFC. Garlic bread doesn't tasted well. Don't come this place.

Also not kid-friendly btw.

Overall the atmosphere is bad really bad

And food got sick",food tasteless fry taste like pizzahut even taco bell kfc garlic bread tasted well come place also btw overall atmosphere bad really bad food got sick,negative,negative,negative
Nando's @ IOI City Mall,Chuan,1,"Came here multiple times over past month, ALWAYS UNDERSTAFFED during lunch hour.

One time, had one staff doing both payment and cooking - saw maybe one or two staff in the outlet but not doing much. This caused SLOW service, SLOW food (20-30 mins)
Another time queueing up for table, nobody came to seat us even though it wasn’t that busy. Again, only staff were the 2 people cooking at the kitchen. Saw 3-4 families still waiting for their food so just went to another place realising it would take forever to get our food.

Extremely disappointing service from this outlet in contrast to a usually good franchise. How can this happen?",came multiple time past month always understaffed lunch hour one time one staff payment cooking saw maybe one two staff outlet much caused slow service slow food min another time queueing table nobody came seat u even though busy staff 2 people cooking kitchen saw family still waiting food went another place realising would take forever get food extremely disappointing service outlet contrast usually good franchise happen,negative,negative,negative
Nando's @ IOI City Mall,Farah Elyna,1,extremely terrible service! the utensils and plates were dirty. had to go and get my own plate at the counter wash it by the sink provided where we go wash our hands. the waiter was quite rude! the ice machine ran out of ice and they didn't even bother to top up when asked. the chicken that i ordered was burnt. never coming back here again.,extremely terrible service utensil plate dirty go get plate counter wash sink provided go wash hand waiter quite rude ice machine ran ice even bother top asked chicken ordered burnt never coming back,negative,negative,negative
Nando's @ IOI City Mall,Ahmed Salem,5,Very delicious and a great hot sauce,delicious great hot sauce,positive,positive,positive
Nando's @ IOI City Mall,Adra Moonster,5,one of the friendliest teams I've met. u can tell staff is happy to serve. special shout out to nesa and the team !,one friendliest team met u tell staff happy serve special shout nesa team,positive,positive,positive
Nando's @ IOI City Mall,Ibrahim Hunaish Mohamed Didi (Hunaish Didi),1,One of the worst outlets of Nandos I’ve come across. Did a booking for Iftar at 4:45pm and paid for the booking; but when we came around 6:50pm there was no table available and asked to wait outside. Anyways just refunded and made a move from this place.,one worst outlet nandos come across booking iftar paid booking came around table available asked wait outside anyways refunded made move place,negative,negative,negative
Nando's @ IOI City Mall,Natalie Chin,5,Nando's is one of my favorites Restaurant. Yummy foods with food environment.,nando one favorite restaurant yummy food food environment,positive,positive,positive
Nando's @ IOI City Mall,Z. Aldrin,5,Love the grilled chicken and side dishes. The fried sweet potatoes is nice too. Refilled drinks available.,love grilled chicken side dish fried sweet potato nice refilled drink available,positive,positive,positive
Nando's @ IOI City Mall,NORSHIDAH MOHAMED,1,"This was my first time at the outlet. I went in to order for a take away. I was told that its outlet system was down, and therefore the outlet was unable to take in customers' orders indeterminately for the day. So I left. Certainly as it was my first time there, the outlet did not leave me with a good impression at all.",first time outlet went order take away told outlet system therefore outlet unable take customer order indeterminately day left certainly first time outlet leave good impression,positive,positive,negative
Nando's @ IOI City Mall,Devendran Ramachandran,5,The food was fantastic and excellent customer services provided by staff!,food fantastic excellent customer service provided staff,positive,positive,positive
Nando's @ IOI City Mall,Li Xin Lee,5,"Don't expect going there without making your hair smell like your chicken. Their kitchen is just next to the cashier and some tables, hence you can smell the grilling smells. The food is good, can't say bad about the food, but their coleslaw might not be extremely fresh. There was one time our coleslaw was sour, they changed one for us, and the new coleslaw they served is super fresh!
Their system has changed lately, you are required to pay once you ordered digitally. If you have not paid after ordering, the food will not be served until you paid.",expect going without making hair smell like chicken kitchen next cashier table hence smell grilling smell food good ca say bad food coleslaw might extremely fresh one time coleslaw sour changed one u new coleslaw served super fresh system changed lately required pay ordered digitally paid ordering food served paid,positive,positive,positive
Nando's @ IOI City Mall,Ahmad Azrul Azim,5,"manager miss irah is very good , friendly , talkative",manager miss irah good friendly talkative,positive,positive,positive
Nando's @ IOI City Mall,KL Tan,4,I have always love Nando's.. Especially their Espatada.. and of course the sweet potato fries 🍟😊👍🍽 …,always love nando especially espatada course sweet potato fry,positive,positive,positive
Nando's @ IOI City Mall,JBL,5,the food at this branch is really nice. and friendly staff too. I tried the exact same food butterfly chicken at another branch in Pavilion Bukit Jalil. it taste bad. but IOI branch taste really good,food branch really nice friendly staff tried exact food butterfly chicken another branch pavilion bukit jalil taste bad ioi branch taste really good,positive,positive,positive
Nando's @ IOI City Mall,Edwin Lai,1,"Hygiene & Pest Control failed, spotted cockroach on my dining table during my last visit, 28 July 2022.
One month ago, I visited once until my last visit on 28 July 2022, the floor still not fixed yet near the drink refill pantry.
Food - overall okay. Size of 1/4 chicken thigh is also acceptable.
Service - Not efficient enough.",hygiene pest control failed spotted cockroach dining table last visit 28 july one month ago visited last visit 28 july 2022 floor still fixed yet near drink refill pantry food overall okay size chicken thigh also acceptable service efficient enough,negative,positive,negative
Nando's @ IOI City Mall,Johan Mahalil,3,"Service was ok, food was ok but drink was shockingly scary for me dirty and the floor at the drinking machine was extremely dirty and sticky. the ice cream machine was even more scary with ice leaking and just left uncleaned. I won't be coming to this nandos again. My wife said she saw lipas come out when taking the drinks",service ok food ok drink shockingly scary dirty floor drinking machine extremely dirty sticky ice cream machine even scary ice leaking left uncleaned wo coming nandos wife said saw lipas come taking drink,negative,negative,neutral
Nando's @ IOI City Mall,Jeffrey Ng,5,Irab was very friendly and food was nice,irab friendly food nice,positive,positive,positive
Nando's @ IOI City Mall,Chin Brandon,2,"I think we can all agree that everyone knows how food in Nando's taste like. This rating is more on service and environment. The service in this branch is terrible. Staffs look miserable working here. We asked for 2 drinks and they only gave 1. We had to go to counter to ask for a cup. The staff never made eye contact, never smiled, didn't say please or thank you. Quietly took the order and walked away. Common courtesy guys. Environment is below average I'd say. I mean the furnishings are fine but cleanliness can definitely be improved. Tables are oily with patches of dirt around. The bottles of sauces were left on random empty tables and left the area where we take the bottled sauce empty.",think agree everyone know food nando taste like rating service environment service branch terrible staff look miserable working asked 2 drink gave go counter ask cup staff never made eye contact never smiled say please thank quietly took order walked away common courtesy guy environment average say mean furnishing fine cleanliness definitely improved table oily patch dirt around bottle sauce left random empty table left area take bottled sauce empty,negative,positive,negative
Nando's @ IOI City Mall,PBD,1,The service here is a mess. Slow order and slow food serve. Bad.,service mess slow order slow food serve bad,negative,negative,negative
Nando's @ IOI City Mall,Adam Radin (Adam),4,"Nice foods, taste good. Variety of options in the menu. The best part is it is not so far from surau. Unfortunately, it quite far from washroom. During my visit, their serviette is out of stock. I believe serviette is very essential item for a restaurant, and they should make sure it is always in stock. However, they managed to get the serviette and distributed to customers after 15 minutes were there.",nice food taste good variety option menu best part far surau unfortunately quite far washroom visit serviette stock believe serviette essential item restaurant make sure always stock however managed get serviette distributed customer 15 minute,positive,positive,positive
Nando's @ IOI City Mall,syed al-idrus,4,"Overall, everything is ok here, the food and service. Just need to highlight on the payment methods that they use here, the client need to wait in q in order to pay the food and the food will onlybe prepare afterwards. The manuals payment method is slow and this will increase the waiting times for the food.",overall everything ok food service need highlight payment method use client need wait q order pay food food onlybe prepare afterwards manual payment method slow increase waiting time food,positive,positive,positive
Nando's @ IOI City Mall,Arul Easiah,1,"Rude manager, insist on us to sit on the location next to grill. It seems he wants to only manage a controlled area of dining for easy cleaning. Family of 5 had to find another F&B to dine after waiting a good 10 mins with 2 small children. Poor customer service. Pls retrain your manager",rude manager insist u sit location next grill seems want manage controlled area dining easy cleaning family 5 find another f b dine waiting good 10 min 2 small child poor customer service pls retrain manager,positive,positive,negative
Nando's @ IOI City Mall,Ali Yumen,2,"When he asked them something they look like forced
To do it",asked something look like forced,negative,negative,negative
Nando's @ IOI City Mall,Tan Tan,1,"Feel like having sauna and smoke bath when I was dinning in with my family. The grill smoke will ensure you have the best smoky shirt and body smells when you leave.

Servicing was not at the same level previously with the u clear ordering instruction via Web, is gonna make the whole experience worst.

I feel smelly when I left the place.",feel like sauna smoke bath dinning family grill smoke ensure best smoky shirt body smell leave servicing level previously u clear ordering instruction via web gon na make whole experience worst feel smelly left place,positive,positive,negative
Nando's @ IOI City Mall,Seoh La Sun,5,Nandos sauces always perfect. The food serve quite fast here.,nandos sauce always perfect food serve quite fast,positive,positive,positive
Nando's @ IOI City Mall,Ahmad Bakhtiar Jawi Shuib,5,"The food is great, but the envionrment is quite dirty especially in beverage area where some machine is broken and ice maker doesn't work. Hopefully they able to fix it soon.",food great envionrment quite dirty especially beverage area machine broken ice maker work hopefully able fix soon,positive,positive,positive
Nando's @ IOI City Mall,Seetha Ann Michelle 16051012,1,"I have been here a few times, most of their waiters are rude. They come and swing the food on the table and just walk away. They see us calling but just turn their face away, when we politely ask for something they'd just walk away without saying anything. No basic manners, probably left their ""please"" and ""thank you"" at home. Make their customers so unhappy!!!",time waiter rude come swing food table walk away see u calling turn face away politely ask something walk away without saying anything basic manner probably left please thank home make customer unhappy,negative,negative,negative
Nando's @ IOI City Mall,farah azzam,1,"I am a daily customer at Nando’s ioi city mall and today I was surprised that they were closed middle of the day! I went there at around 3pm which is still considered lunch time and they were supposed to be ready prior to 12 noon, they told me that they are closed until 4:30. Here I am waiting outside the restaurant after being told by one of the staff that opening will take another 20 mins which will obviously be almost 5pm! The mall closes at 10 and ofc they don’t take orders when it is 10pm sharp! meaning that it is only open for 4 hours!! I am disappointed and surprised!",daily customer nando ioi city mall today surprised closed middle day went around 3pm still considered lunch time supposed ready prior 12 noon told closed waiting outside restaurant told one staff opening take another 20 min obviously almost 5pm mall close 10 ofc take order 10pm sharp meaning open 4 hour disappointed surprised,negative,positive,negative
Nando's @ IOI City Mall,Secret 23,5,food is really good and staff & manager Nesa entertain well. excellent service,food really good staff manager nesa entertain well excellent service,positive,positive,positive
Nando's @ IOI City Mall,Peiqi Chang,1,"Terrible dining experiences, not recommended.

1st, the staff there simply ignore the customer. We sit down wait 15mins to respond our request (as we cannot access their paperless menu), wait another 10mins to get someone response to us for place order, and another 40 mins wait for food that never serve.

Although understand the business is good, or even overwhelming, basically the manager can choose to turn off the food delivery service and focus on dine in customers. Really horrible dinning experiences, at last our family cancel the order after 1 hour waiting at the restaurant.",terrible dining experience recommended 1st staff simply ignore customer sit wait 15mins respond request access paperless menu wait another 10mins get someone response u place order another 40 min wait food never serve although understand business good even overwhelming basically manager choose turn food delivery service focus dine customer really horrible dinning experience last family cancel order 1 hour waiting restaurant,negative,negative,negative
Nando's @ IOI City Mall,N.A.M Jr,4,"Inside IOI Mall
Full seat/table during peak hours / weekand

Menu and odring have to do online - make sure phone battery charge ya.

Table for family and small kids available.
Toddler chair limited

Casher/Staff helpful
Sink x1
No washrooms
Clean
abit tight for wheelchair / stroller",inside ioi mall full peak hour weekand menu odring online make sure phone battery charge ya table family small kid available toddler chair limited helpful sink x1 washroom clean abit tight wheelchair stroller,positive,positive,positive
Nando's @ IOI City Mall,Hazril H,1,"I don’t know why but the management of this outlet is the worst. I’ve been denied entry three times already. The first time is at lunch time due to kitchen problem (?), second time due to insufficient manpower (which the management should have some manpower planning in the first place), third time idk the reason but they just said we’re closed after i’ve waited in line for god knows how long, but later on i see they still accept customers??",know management outlet worst denied entry three time already first time lunch time due kitchen problem second time due insufficient manpower management manpower planning first place third time idk reason said closed waited line god know long later see still accept customer,negative,negative,negative
Nando's @ IOI City Mall,Hani Abdulhameed,4,"Nandos Restaurant is one of the best restaurants I have ever been to. It has healthy and delicious food that won't be everywhere. Their grilled chicken is awesome. They have a variety of food and comfortable places to sit and enjoy your meal. One thing I noticed on the weekend that it is too crowded and the waiters respond after a while. Also, the order might get late sometimes because of the crowd.",nandos restaurant one best restaurant ever healthy delicious food wo everywhere grilled chicken awesome variety food comfortable place sit enjoy meal one thing noticed weekend crowded waiter respond also order might get late sometimes crowd,positive,positive,positive
Nando's @ IOI City Mall,Saher Shahzada,3,"Small portions for high prices.  Taste is good,  but not worth the price.  Also,  the customer service at this location is not great.",small portion high price taste good worth price also customer service location great,positive,positive,neutral
Nando's @ IOI City Mall,Maziah Sani,5,Had a good experience eating here :),good experience eating,positive,positive,positive
Nando's @ IOI City Mall,Rosbiraa Wani,5,"Thank you for a goood service Nandos ioi city mall. Having a great foood with a kind manager there, love it so much 😘💗 For the manager, Syamel. Thankyou for your kindness. May God blesss you .",thank goood service nandos ioi city mall great foood kind manager love much manager syamel thankyou kindness may god blesss,positive,positive,positive
Nando's @ IOI City Mall,Albert J,3,"Not a good experience dining here today. We sat at table number 42 and my wife hurt her finger on the broken chair. Complained to the waiter and the supervisor came over to apologize, but nothing else was done. Beware those that visit!

Food/service was alright and prompt. My wife ordered the Espetada (grilled chicken on a skewer - chicken was moist and nice) and I ordered Chicken Butterfly (boneless tender chicken served with 1 side dish of your choice).

Overall was ok but the occasion was soured by the injury.",good experience dining today sat table number 42 wife hurt finger broken chair complained waiter supervisor came apologize nothing else done beware visit alright prompt wife ordered espetada grilled chicken skewer chicken moist nice ordered chicken butterfly boneless tender chicken served 1 side dish choice overall ok occasion soured injury,negative,negative,neutral
Nando's @ IOI City Mall,Sherry Azuma,4,"Good service, the food arrived quite fast despite peak hours. although it is sometimes it is hard to catch the waiter during peak hours. But it is understandable.

They have water refill station at the back too.",good service food arrived quite fast despite peak hour although sometimes hard catch waiter peak hour understandable water refill station back,positive,positive,positive
Nando's @ IOI City Mall,SYAZWAN AIZAD,3,"As fan of Nandos, I do expect the service to be as good as other outlet. But in here, they forgot to key in my order after I wait for almost one hour?? Luckily I ask where is my order, then they said they forgot. What if I don't ask that time? Do I need to help to mop, arranging table and do restaurant closing in the middle of night? 3 star because i do love Nandos.",fan nandos expect service good outlet forgot key order wait almost one hour luckily ask order said forgot ask time need help mop arranging table restaurant closing middle night 3 star love nandos,positive,positive,neutral
Nando's @ IOI City Mall,Neo Ong,1,"Worst nando ever.
I'm pleased twice for asking order food. The manager ask me to wait, and act like busy. After 10 min, he is serving other table, just ignore my table, also dint ask the colleague serve us. Is it short of man power? I don't think so, they just keep their mouth quite. What is this kind teamwork?

Nvm, the manager is act busy and ignore us, I try to asking other staff. Okay same result, ask me to hold again. No wonder this manager can train his team. 15 min pass, staff is serving table that is coming late than us. So, thanks a lot for this experience how you treat train my agger management.

At the end I left the restaurent, since I didn't get any respect from you.",worst nando ever pleased twice asking order food manager ask wait act like busy 10 min serving table ignore table also dint ask colleague serve u short man power think keep mouth quite kind teamwork nvm manager act busy ignore u try asking staff okay result ask hold wonder manager train team 15 min pas staff serving table coming late u thanks lot experience treat train agger management end left restaurent since get respect,positive,positive,negative
Nando's @ IOI City Mall,Nurfarah Ain,5,Staff friendly.. good environment .. and also clean … recommended .,staff friendly good environment also clean recommended,positive,positive,positive
Nando's @ IOI City Mall,Shanti Devi,2,"Waiting time is almost 1 hour when we came at 2pm on a Thursday. To make things worst, we paid via online transaction. Once laid, the word - Transaction Done appeared . Yet, it wasn't captured on their end. The manager only realised there was a transaction done when I walked over to the cashier to check.",waiting time almost 1 hour came 2pm thursday make thing worst paid via online transaction laid word transaction done appeared yet captured end manager realised transaction done walked cashier check,negative,negative,negative
Nando's @ IOI City Mall,Muhammad Imran Mustafa Abdul Khudus,1,"Waited 1 hour and a half for food, and was told that fries and wedges are not available (orang sebelah dapat pula). Food was as expected but the rice was soggy and there were no servers no sauces available.

And yet they took Foodpanda and Grab Food orders while people in the restaurant were waiting for literal hours.

Worst dining experience. Expected to take about an hour but took more than 2 hours. Not even sure if there is an outlet to complain.

AVOID. Will not come here again.",waited 1 hour half food told fry wedge available orang sebelah dapat pula food expected rice soggy server sauce available yet took foodpanda grab food order people restaurant waiting literal hour worst dining experience expected take hour took 2 hour even sure outlet complain avoid come,negative,negative,negative
Nando's @ IOI City Mall,Che Sarah,5,"good food, good place. overall very nice 👍",good food good place overall nice,positive,positive,positive
